User_ID,Cohort_Month,Activity_Month,Month_Distance,Transaction_Value,Platform
USR-10001,2024-02,2024-06,4,48.14,iOS
USR-10001,2024-02,2024-06,4,78.45,Web
USR-10001,2024-02,2024-07,5,18.14,Android
USR-10001,2024-02,2024-07,5,61.11,Android
USR-10001,2024-02,2024-07,5,73.21,Android
USR-10001,2024-02,2024-07,5,52.72,Web
USR-10001,2024-02,2024-07,5,62.1,Android
USR-10001,2024-02,2024-07,5,27.79,Web
USR-10001,2024-02,2024-07,5,86.62,Web
USR-10001,2024-02,2024-07,5,90.25,Android
USR-10001,2024-02,2024-07,5,63.18,iOS
USR-10001,2024-02,2024-07,5,32.25,Android
USR-10001,2024-02,2024-07,5,36.69,Web
USR-10001,2024-02,2024-08,6,35.22,Android
USR-10001,2024-02,2024-08,6,81.91,Web
USR-10001,2024-02,2024-08,6,69.37,iOS
USR-10001,2024-02,2024-08,6,73.84,iOS
USR-10001,2024-02,2024-08,6,57.91,iOS
USR-10001,2024-02,2024-08,6,49.23,iOS
USR-10001,2024-02,2024-08,6,24.97,Web
USR-10001,2024-02,2024-08,6,79.76,Android
USR-10001,2024-02,2024-08,6,91.54,iOS
USR-10001,2024-02,2024-08,6,87.5,iOS
USR-10001,2024-02,2024-08,6,81.23,Android
USR-10001,2024-02,2024-08,6,78.9,Web
USR-10001,2024-02,2024-09,7,44.06,iOS
USR-10001,2024-02,2024-09,7,28.07,Android
USR-10001,2024-02,2024-09,7,12.33,iOS
USR-10001,2024-02,2024-09,7,55.71,iOS
USR-10001,2024-02,2024-09,7,52.08,Web
USR-10001,2024-02,2024-09,7,39.38,Android
USR-10001,2024-02,2024-09,7,31.23,Android
USR-10001,2024-02,2024-09,7,38.51,iOS
USR-10001,2024-02,2024-09,7,43.04,Web
USR-10001,2024-02,2024-09,7,17.51,Android
USR-10001,2024-02,2024-09,7,14.91,iOS
USR-10001,2024-02,2024-10,8,67.57,Web
USR-10001,2024-02,2024-10,8,24.33,Web
USR-10001,2024-02,2024-10,8,60.53,Android
USR-10001,2024-02,2024-10,8,88.45,Web
USR-10001,2024-02,2024-10,8,57.93,Android
USR-10001,2024-02,2024-10,8,75.21,Web
USR-10001,2024-02,2024-10,8,71.62,iOS
USR-10001,2024-02,2024-10,8,28.97,Web
USR-10001,2024-02,2024-10,8,39.25,Android
USR-10001,2024-02,2024-10,8,61.89,Android
USR-10001,2024-02,2024-11,9,27.7,Web
USR-10001,2024-02,2024-11,9,61.45,Android
USR-10001,2024-02,2024-11,9,37.57,Web
USR-10001,2024-02,2024-11,9,52.64,Web
USR-10001,2024-02,2024-11,9,96.61,iOS
USR-10001,2024-02,2024-11,9,95.94,iOS
USR-10001,2024-02,2024-11,9,39.84,Android
USR-10001,2024-02,2024-11,9,16.23,Android
USR-10001,2024-02,2024-11,9,76.43,Android
USR-10001,2024-02,2024-11,9,84.53,iOS
USR-10001,2024-02,2024-11,9,61.92,iOS
USR-10001,2024-02,2024-11,9,59.13,iOS
USR-10001,2024-02,2024-11,9,90.89,Android
USR-10001,2024-02,2024-11,9,90.77,iOS
USR-10002,2024-10,2024-10,0,30.52,Web
USR-10002,2024-10,2024-10,0,23.38,Web
USR-10002,2024-10,2024-10,0,54.88,Web
USR-10002,2024-10,2024-10,0,96.28,Web
USR-10002,2024-10,2024-10,0,69.91,Web
USR-10002,2024-10,2024-10,0,78.59,Android
USR-10002,2024-10,2024-10,0,81.33,iOS
USR-10002,2024-10,2024-10,0,93.82,iOS
USR-10002,2024-10,2024-10,0,19.48,iOS
USR-10002,2024-10,2024-10,0,71.8,Web
USR-10002,2024-10,2024-10,0,49.53,Web
USR-10002,2024-10,2024-10,0,11.24,iOS
USR-10002,2024-10,2024-11,1,60.91,iOS
USR-10002,2024-10,2024-11,1,28.8,Web
USR-10002,2024-10,2024-11,1,67.39,iOS
USR-10002,2024-10,2024-11,1,39.25,Android
USR-10002,2024-10,2024-11,1,92.9,iOS
USR-10002,2024-10,2024-11,1,21.79,Web
USR-10002,2024-10,2024-11,1,92.46,iOS
USR-10002,2024-10,2024-11,1,83.24,iOS
USR-10002,2024-10,2024-11,1,68.22,iOS
USR-10002,2024-10,2024-11,1,34.82,Android
USR-10002,2024-10,2024-11,1,53.2,Web
USR-10002,2024-10,2024-11,1,80.58,iOS
USR-10002,2024-10,2024-11,1,63.04,Android
USR-10002,2024-10,2024-11,1,31.28,Web
USR-10002,2024-10,2024-12,2,28.74,iOS
USR-10002,2024-10,2024-12,2,53.25,iOS
USR-10002,2024-10,2024-12,2,67.8,iOS
USR-10002,2024-10,2024-12,2,32.75,iOS
USR-10002,2024-10,2024-12,2,36.72,iOS
USR-10002,2024-10,2024-12,2,71.04,Web
USR-10002,2024-10,2024-12,2,64.74,iOS
USR-10002,2024-10,2024-12,2,98.29,Android
USR-10002,2024-10,2024-12,2,25.68,Web
USR-10002,2024-10,2024-12,2,12.87,iOS
USR-10002,2024-10,2024-12,2,40.24,Android
USR-10002,2024-10,2025-01,3,92.25,Web
USR-10002,2024-10,2025-01,3,76.37,Android
USR-10002,2024-10,2025-01,3,62.43,iOS
USR-10002,2024-10,2025-01,3,88.49,Android
USR-10002,2024-10,2025-01,3,96.76,Web
USR-10002,2024-10,2025-01,3,38.63,Web
USR-10002,2024-10,2025-01,3,77.62,Android
USR-10002,2024-10,2025-01,3,43.43,iOS
USR-10002,2024-10,2025-01,3,13.37,iOS
USR-10002,2024-10,2025-01,3,26.17,Web
USR-10002,2024-10,2025-01,3,68.77,Web
USR-10002,2024-10,2025-02,4,35.19,Web
USR-10002,2024-10,2025-02,4,50.22,Android
USR-10002,2024-10,2025-02,4,16.6,iOS
USR-10002,2024-10,2025-02,4,45.77,Android
USR-10002,2024-10,2025-02,4,29.15,Web
USR-10002,2024-10,2025-02,4,99.32,Web
USR-10002,2024-10,2025-02,4,92.38,iOS
USR-10002,2024-10,2025-02,4,32.07,Web
USR-10002,2024-10,2025-03,5,15.28,Android
USR-10002,2024-10,2025-03,5,76.18,Web
USR-10002,2024-10,2025-03,5,42.98,Web
USR-10002,2024-10,2025-03,5,32.53,iOS
USR-10002,2024-10,2025-03,5,48.37,iOS
USR-10002,2024-10,2025-03,5,21.42,iOS
USR-10002,2024-10,2025-03,5,34.04,iOS
USR-10002,2024-10,2025-03,5,85.54,iOS
USR-10002,2024-10,2025-03,5,16.1,Web
USR-10002,2024-10,2025-03,5,71.05,Android
USR-10002,2024-10,2025-03,5,25.85,iOS
USR-10002,2024-10,2025-03,5,87.31,Android
USR-10002,2024-10,2025-03,5,28.54,Web
USR-10002,2024-10,2025-04,6,21.92,Android
USR-10002,2024-10,2025-04,6,15.76,Android
USR-10002,2024-10,2025-04,6,96.88,Web
USR-10002,2024-10,2025-04,6,45.99,Android
USR-10002,2024-10,2025-04,6,51.03,Web
USR-10002,2024-10,2025-04,6,10.78,Web
USR-10002,2024-10,2025-04,6,13.32,Web
USR-10002,2024-10,2025-04,6,73.55,Web
USR-10002,2024-10,2025-04,6,94.33,iOS
USR-10002,2024-10,2025-04,6,75.02,iOS
USR-10002,2024-10,2025-04,6,72.76,Android
USR-10002,2024-10,2025-05,7,65.83,Web
USR-10002,2024-10,2025-05,7,56.74,Web
USR-10002,2024-10,2025-05,7,56.6,Android
USR-10002,2024-10,2025-05,7,47.52,Web
USR-10002,2024-10,2025-05,7,70.55,Web
USR-10002,2024-10,2025-05,7,56.41,Android
USR-10002,2024-10,2025-05,7,32.58,iOS
USR-10002,2024-10,2025-05,7,72.74,Android
USR-10002,2024-10,2025-05,7,13.3,iOS
USR-10002,2024-10,2025-05,7,81.42,iOS
USR-10003,2024-12,2024-12,0,67.47,Web
USR-10003,2024-12,2024-12,0,99.33,Android
USR-10003,2024-12,2024-12,0,44.48,Web
USR-10003,2024-12,2024-12,0,80.45,Android
USR-10003,2024-12,2024-12,0,28.86,iOS
USR-10003,2024-12,2024-12,0,65.58,Web
USR-10003,2024-12,2024-12,0,15.27,Android
USR-10003,2024-12,2024-12,0,93.31,iOS
USR-10003,2024-12,2025-01,1,56.83,Web
USR-10003,2024-12,2025-01,1,50.8,Web
USR-10003,2024-12,2025-01,1,15.68,iOS
USR-10003,2024-12,2025-01,1,13.32,Android
USR-10003,2024-12,2025-01,1,93.55,iOS
USR-10003,2024-12,2025-01,1,94.43,Android
USR-10003,2024-12,2025-01,1,38.47,iOS
USR-10003,2024-12,2025-01,1,98.66,Android
USR-10003,2024-12,2025-01,1,30.41,Android
USR-10003,2024-12,2025-01,1,69.94,iOS
USR-10003,2024-12,2025-01,1,49.02,iOS
USR-10003,2024-12,2025-01,1,41.91,iOS
USR-10004,2024-07,2024-07,0,70.64,Android
USR-10004,2024-07,2024-07,0,92.55,Android
USR-10004,2024-07,2024-07,0,10.55,Android
USR-10004,2024-07,2024-07,0,67.94,Android
USR-10004,2024-07,2024-07,0,15.22,Web
USR-10004,2024-07,2024-07,0,31.45,Android
USR-10004,2024-07,2024-07,0,59.91,Web
USR-10004,2024-07,2024-07,0,54.55,Web
USR-10004,2024-07,2024-08,1,75.17,Android
USR-10004,2024-07,2024-08,1,81.27,Android
USR-10004,2024-07,2024-08,1,76.95,iOS
USR-10004,2024-07,2024-08,1,99.09,iOS
USR-10004,2024-07,2024-08,1,62.13,iOS
USR-10004,2024-07,2024-08,1,86.87,Android
USR-10004,2024-07,2024-08,1,46.5,Android
USR-10004,2024-07,2024-08,1,68.11,Android
USR-10004,2024-07,2024-08,1,18.31,iOS
USR-10004,2024-07,2024-08,1,20.82,iOS
USR-10004,2024-07,2024-08,1,29.9,iOS
USR-10004,2024-07,2024-08,1,96.84,Web
USR-10004,2024-07,2024-09,2,44.9,iOS
USR-10004,2024-07,2024-09,2,84.98,Android
USR-10004,2024-07,2024-09,2,30.47,Web
USR-10004,2024-07,2024-09,2,11.1,iOS
USR-10004,2024-07,2024-09,2,62.41,Web
USR-10004,2024-07,2024-09,2,37.27,Android
USR-10004,2024-07,2024-09,2,43.57,iOS
USR-10004,2024-07,2024-09,2,86.01,Web
USR-10004,2024-07,2024-09,2,39.8,Web
USR-10004,2024-07,2024-10,3,77.3,iOS
USR-10004,2024-07,2024-10,3,58.36,Web
USR-10004,2024-07,2024-10,3,44.79,iOS
USR-10004,2024-07,2024-10,3,46.08,Android
USR-10004,2024-07,2024-10,3,22.02,iOS
USR-10004,2024-07,2024-10,3,64.89,iOS
USR-10004,2024-07,2024-10,3,98.5,iOS
USR-10004,2024-07,2024-10,3,80.01,iOS
USR-10004,2024-07,2024-10,3,69.3,Web
USR-10004,2024-07,2024-10,3,93.16,iOS
USR-10004,2024-07,2024-11,4,17.58,Android
USR-10004,2024-07,2024-11,4,26.83,iOS
USR-10004,2024-07,2024-11,4,22.96,Android
USR-10004,2024-07,2024-11,4,50.53,Web
USR-10004,2024-07,2024-11,4,83.33,iOS
USR-10004,2024-07,2024-11,4,27.45,iOS
USR-10004,2024-07,2024-11,4,92.61,iOS
USR-10004,2024-07,2024-11,4,87.96,Web
USR-10004,2024-07,2024-11,4,95.22,Android
USR-10004,2024-07,2024-11,4,77.58,iOS
USR-10004,2024-07,2024-11,4,26.82,Web
USR-10004,2024-07,2024-11,4,55.61,iOS
USR-10004,2024-07,2024-11,4,66.82,Web
USR-10004,2024-07,2024-11,4,13.29,Web
USR-10004,2024-07,2024-12,5,12.18,iOS
USR-10004,2024-07,2024-12,5,97.34,iOS
USR-10004,2024-07,2024-12,5,26.11,iOS
USR-10004,2024-07,2024-12,5,59.21,Web
USR-10004,2024-07,2024-12,5,56.59,Web
USR-10004,2024-07,2024-12,5,53.88,Web
USR-10004,2024-07,2024-12,5,40.08,Web
USR-10004,2024-07,2024-12,5,36.88,Android
USR-10004,2024-07,2024-12,5,60.1,iOS
USR-10004,2024-07,2024-12,5,42.73,Android
USR-10004,2024-07,2024-12,5,75.35,Android
USR-10004,2024-07,2024-12,5,86.65,iOS
USR-10004,2024-07,2025-01,6,68.91,Web
USR-10004,2024-07,2025-01,6,70.94,iOS
USR-10004,2024-07,2025-01,6,13.34,Web
USR-10004,2024-07,2025-01,6,29.8,Web
USR-10004,2024-07,2025-01,6,74.9,Android
USR-10004,2024-07,2025-01,6,40.99,iOS
USR-10004,2024-07,2025-01,6,62.46,Web
USR-10004,2024-07,2025-01,6,56.72,Android
USR-10004,2024-07,2025-01,6,63.74,Android
USR-10004,2024-07,2025-01,6,55.82,Web
USR-10004,2024-07,2025-01,6,24.08,Android
USR-10004,2024-07,2025-01,6,94.27,iOS
USR-10004,2024-07,2025-01,6,32.05,iOS
USR-10004,2024-07,2025-02,7,33.49,Android
USR-10004,2024-07,2025-02,7,98.08,Android
USR-10004,2024-07,2025-02,7,67.4,iOS
USR-10004,2024-07,2025-02,7,26.05,iOS
USR-10004,2024-07,2025-02,7,24.54,iOS
USR-10004,2024-07,2025-02,7,28.41,Web
USR-10004,2024-07,2025-02,7,55.01,Android
USR-10004,2024-07,2025-02,7,77.03,Web
USR-10004,2024-07,2025-02,7,50.88,Web
USR-10004,2024-07,2025-02,7,83.03,iOS
USR-10004,2024-07,2025-02,7,59.94,Android
USR-10005,2024-06,2024-06,0,32.02,iOS
USR-10005,2024-06,2024-06,0,53.6,iOS
USR-10005,2024-06,2024-06,0,17.73,iOS
USR-10005,2024-06,2024-06,0,44.3,Web
USR-10005,2024-06,2024-06,0,34.79,iOS
USR-10005,2024-06,2024-06,0,64.64,Web
USR-10005,2024-06,2024-06,0,39.44,Web
USR-10005,2024-06,2024-06,0,43.38,Android
USR-10005,2024-06,2024-06,0,73.04,Web
USR-10005,2024-06,2024-06,0,85.83,Android
USR-10005,2024-06,2024-06,0,22.31,Web
USR-10005,2024-06,2024-06,0,23.04,iOS
USR-10005,2024-06,2024-06,0,91.39,iOS
USR-10005,2024-06,2024-06,0,54.98,iOS
USR-10005,2024-06,2024-07,1,53.86,Android
USR-10005,2024-06,2024-07,1,41.25,Web
USR-10005,2024-06,2024-07,1,40.1,iOS
USR-10005,2024-06,2024-07,1,57.28,Android
USR-10005,2024-06,2024-07,1,30.18,Android
USR-10005,2024-06,2024-07,1,10.11,Web
USR-10005,2024-06,2024-07,1,86.69,Web
USR-10005,2024-06,2024-07,1,70.76,Web
USR-10005,2024-06,2024-07,1,44.45,Android
USR-10005,2024-06,2024-07,1,53.61,iOS
USR-10005,2024-06,2024-08,2,19.92,Web
USR-10005,2024-06,2024-08,2,77.6,Android
USR-10005,2024-06,2024-08,2,83.04,iOS
USR-10005,2024-06,2024-08,2,15.73,iOS
USR-10005,2024-06,2024-08,2,75.65,Android
USR-10005,2024-06,2024-08,2,87.36,Android
USR-10005,2024-06,2024-08,2,17.05,Web
USR-10005,2024-06,2024-08,2,20.26,Web
USR-10005,2024-06,2024-08,2,77.97,Android
USR-10005,2024-06,2024-08,2,34.93,iOS
USR-10005,2024-06,2024-08,2,56.43,Android
USR-10005,2024-06,2024-08,2,63.51,Android
USR-10005,2024-06,2024-09,3,77.45,Android
USR-10005,2024-06,2024-09,3,14.84,Web
USR-10005,2024-06,2024-09,3,42.06,Android
USR-10005,2024-06,2024-09,3,76.08,Android
USR-10005,2024-06,2024-09,3,69.19,iOS
USR-10005,2024-06,2024-09,3,71.76,Android
USR-10005,2024-06,2024-09,3,45.59,Web
USR-10005,2024-06,2024-09,3,59.12,Web
USR-10005,2024-06,2024-09,3,87.1,Android
USR-10005,2024-06,2024-09,3,68.79,iOS
USR-10005,2024-06,2024-09,3,86.99,Web
USR-10005,2024-06,2024-10,4,87.4,iOS
USR-10005,2024-06,2024-10,4,56.29,iOS
USR-10005,2024-06,2024-10,4,45.01,Android
USR-10005,2024-06,2024-10,4,56.58,Web
USR-10005,2024-06,2024-10,4,27.23,iOS
USR-10005,2024-06,2024-10,4,38.7,Android
USR-10005,2024-06,2024-10,4,32.61,Android
USR-10005,2024-06,2024-10,4,57.92,Android
USR-10005,2024-06,2024-10,4,44.77,Android
USR-10005,2024-06,2024-10,4,80.37,Web
USR-10005,2024-06,2024-10,4,66.06,Web
USR-10005,2024-06,2024-10,4,17.97,Android
USR-10005,2024-06,2024-11,5,58.87,Android
USR-10005,2024-06,2024-11,5,93.99,iOS
USR-10005,2024-06,2024-11,5,89.58,iOS
USR-10005,2024-06,2024-11,5,84.86,Web
USR-10005,2024-06,2024-11,5,41.42,Android
USR-10005,2024-06,2024-11,5,65.74,iOS
USR-10005,2024-06,2024-11,5,50.69,iOS
USR-10005,2024-06,2024-11,5,99.32,Web
USR-10005,2024-06,2024-12,6,50.87,Web
USR-10005,2024-06,2024-12,6,85.87,Android
USR-10005,2024-06,2024-12,6,38.75,Web
USR-10005,2024-06,2024-12,6,29.27,iOS
USR-10005,2024-06,2024-12,6,84.16,Web
USR-10005,2024-06,2024-12,6,56.12,Android
USR-10005,2024-06,2024-12,6,85.61,Android
USR-10005,2024-06,2024-12,6,33.16,Android
USR-10005,2024-06,2025-01,7,14.74,Android
USR-10005,2024-06,2025-01,7,75.52,iOS
USR-10005,2024-06,2025-01,7,91.41,Android
USR-10005,2024-06,2025-01,7,95.02,Android
USR-10005,2024-06,2025-01,7,11.4,Android
USR-10005,2024-06,2025-01,7,73.1,Android
USR-10005,2024-06,2025-01,7,35.77,iOS
USR-10005,2024-06,2025-01,7,18.22,Android
USR-10005,2024-06,2025-01,7,21.23,Android
USR-10005,2024-06,2025-02,8,75.36,iOS
USR-10005,2024-06,2025-02,8,33.95,Android
USR-10005,2024-06,2025-02,8,17.36,Web
USR-10005,2024-06,2025-02,8,35.33,Android
USR-10005,2024-06,2025-02,8,18.11,Web
USR-10005,2024-06,2025-02,8,71.27,Web
USR-10005,2024-06,2025-02,8,88.05,Web
USR-10005,2024-06,2025-02,8,94.19,Android
USR-10005,2024-06,2025-02,8,89.31,iOS
USR-10005,2024-06,2025-02,8,85.58,Android
USR-10005,2024-06,2025-03,9,18.73,Web
USR-10005,2024-06,2025-03,9,10.22,iOS
USR-10005,2024-06,2025-03,9,38.35,Web
USR-10005,2024-06,2025-03,9,93.36,Android
USR-10005,2024-06,2025-03,9,80.12,Android
USR-10005,2024-06,2025-03,9,12.77,Web
USR-10005,2024-06,2025-03,9,68.41,iOS
USR-10005,2024-06,2025-03,9,40.02,Android
USR-10005,2024-06,2025-03,9,33.36,iOS
USR-10005,2024-06,2025-03,9,24.74,iOS
USR-10005,2024-06,2025-03,9,85.2,Web
USR-10005,2024-06,2025-03,9,49.74,iOS
USR-10005,2024-06,2025-03,9,70.44,Web
USR-10005,2024-06,2025-04,10,52.22,Android
USR-10005,2024-06,2025-04,10,92.38,Web
USR-10005,2024-06,2025-04,10,46.15,Android
USR-10005,2024-06,2025-04,10,48.31,Web
USR-10005,2024-06,2025-04,10,44.22,Android
USR-10005,2024-06,2025-04,10,73.5,Android
USR-10005,2024-06,2025-04,10,17.5,Android
USR-10005,2024-06,2025-04,10,69.26,iOS
USR-10005,2024-06,2025-04,10,83.47,Web
USR-10005,2024-06,2025-04,10,92.96,iOS
USR-10005,2024-06,2025-04,10,62.42,Android
USR-10005,2024-06,2025-04,10,60.32,iOS
USR-10005,2024-06,2025-04,10,89.25,Web
USR-10005,2024-06,2025-04,10,39.43,Android
USR-10005,2024-06,2025-05,11,41.23,iOS
USR-10005,2024-06,2025-05,11,74.47,Android
USR-10005,2024-06,2025-05,11,31.4,Android
USR-10005,2024-06,2025-05,11,70.78,iOS
USR-10005,2024-06,2025-05,11,79.78,Android
USR-10005,2024-06,2025-05,11,67.52,iOS
USR-10005,2024-06,2025-05,11,70.9,iOS
USR-10005,2024-06,2025-05,11,27.21,Android
USR-10005,2024-06,2025-05,11,24.34,Web
USR-10006,2024-05,2024-05,0,36.44,Web
USR-10006,2024-05,2024-05,0,52.18,Web
USR-10006,2024-05,2024-05,0,54.01,Android
USR-10006,2024-05,2024-05,0,49.92,Android
USR-10006,2024-05,2024-05,0,13.1,Web
USR-10006,2024-05,2024-05,0,63.77,Android
USR-10006,2024-05,2024-05,0,51.4,Android
USR-10006,2024-05,2024-05,0,87.8,Android
USR-10006,2024-05,2024-05,0,95.04,iOS
USR-10006,2024-05,2024-05,0,93.07,Web
USR-10007,2024-09,2024-09,0,95.81,Web
USR-10007,2024-09,2024-09,0,52.38,Android
USR-10007,2024-09,2024-09,0,24.21,iOS
USR-10007,2024-09,2024-09,0,66.87,iOS
USR-10007,2024-09,2024-09,0,99.62,Web
USR-10007,2024-09,2024-09,0,40.1,Android
USR-10007,2024-09,2024-09,0,20.5,Web
USR-10007,2024-09,2024-09,0,30.31,Android
USR-10007,2024-09,2024-09,0,19.44,Android
USR-10007,2024-09,2024-10,1,92.52,Android
USR-10007,2024-09,2024-10,1,58.7,Web
USR-10007,2024-09,2024-10,1,83.85,Android
USR-10007,2024-09,2024-10,1,11.36,iOS
USR-10007,2024-09,2024-10,1,85.23,iOS
USR-10007,2024-09,2024-10,1,75.75,Android
USR-10007,2024-09,2024-10,1,93.49,iOS
USR-10007,2024-09,2024-10,1,16.85,iOS
USR-10007,2024-09,2024-10,1,94.83,iOS
USR-10007,2024-09,2024-11,2,31.85,Android
USR-10007,2024-09,2024-11,2,46.91,Web
USR-10007,2024-09,2024-11,2,86.56,Android
USR-10007,2024-09,2024-11,2,61.87,Android
USR-10007,2024-09,2024-11,2,76.12,Web
USR-10007,2024-09,2024-11,2,24.46,Android
USR-10007,2024-09,2024-11,2,54.82,iOS
USR-10007,2024-09,2024-11,2,92.85,iOS
USR-10007,2024-09,2024-12,3,51.16,iOS
USR-10007,2024-09,2024-12,3,29.6,iOS
USR-10007,2024-09,2024-12,3,97.94,Android
USR-10007,2024-09,2024-12,3,53.04,Android
USR-10007,2024-09,2024-12,3,41.25,iOS
USR-10007,2024-09,2024-12,3,99.94,iOS
USR-10007,2024-09,2024-12,3,29.29,Web
USR-10007,2024-09,2024-12,3,28.11,iOS
USR-10007,2024-09,2024-12,3,20.98,iOS
USR-10007,2024-09,2025-01,4,85.41,iOS
USR-10007,2024-09,2025-01,4,43.81,Android
USR-10007,2024-09,2025-01,4,64.5,Android
USR-10007,2024-09,2025-01,4,65.2,Android
USR-10007,2024-09,2025-01,4,59.61,iOS
USR-10007,2024-09,2025-01,4,28.19,iOS
USR-10007,2024-09,2025-01,4,87.07,Web
USR-10007,2024-09,2025-01,4,35.06,Android
USR-10007,2024-09,2025-01,4,75.73,Web
USR-10007,2024-09,2025-01,4,32.37,Web
USR-10007,2024-09,2025-01,4,43.45,Android
USR-10007,2024-09,2025-01,4,48.1,Web
USR-10007,2024-09,2025-01,4,13.66,Web
USR-10007,2024-09,2025-01,4,99.45,iOS
USR-10008,2024-11,2024-11,0,17.45,Android
USR-10008,2024-11,2024-11,0,34.25,iOS
USR-10008,2024-11,2024-11,0,26.04,Android
USR-10008,2024-11,2024-11,0,76.64,iOS
USR-10008,2024-11,2024-11,0,45.54,iOS
USR-10008,2024-11,2024-11,0,19.25,Web
USR-10008,2024-11,2024-11,0,14.21,Web
USR-10008,2024-11,2024-11,0,57.1,Android
